"Name","Country","Type","Competition","Other_Names"
"FC Carl Zeiss Jena U19","Germany","Men","A-Junioren Bundesliga",""
"FC Carl-Zeiss Jena","Germany","Women","",""
"FC Einheit Wernigerode","Germany","Men","",""
"FC Eintracht Norderstedt 03","Germany","Men","",""
"FC Energie Cottbus","Germany","Men","",""
"FC Energie Cottbus U17","Germany","Men","B-Junioren Bundesliga",""
"FC Energie Cottbus U19","Germany","Men","",""
"FC Erzgebirge Aue","Germany","Men","3. Fußball-Liga",""
"FC Erzgebirge Aue U17","Germany","Men","",""
"FC Forstern","Germany","Women","",""
"FC Gütersloh 2000","Germany","Men","",""
"FC Hansa Rostock","Germany","Men","2. Fußball-Bundesliga",""
"FC Hansa Rostock U17","Germany","Men","",""
"FC Hansa Rostock U19","Germany","Men","A-Junioren Bundesliga",""
"FC Hennef U17","Germany","Men","","FC Hennef 05 U17"
"FC Hertha Zehlendorf","Germany","Women","",""
"FC Hertha Zehlendorf U17","Germany","Men","",""
"FC Hertha Zehlendorf U19","Germany","Men","",""
"FC Ingolstadt","Germany","Men","3. Fußball-Liga","4"
"FC Ingolstadt","Germany","Women","","4"
"FC Ingolstadt U17","Germany","Men","B-Junioren Bundesliga",""
"FC Ingolstadt U19","Germany","Men","A-Junioren Bundesliga",""
"FC Nöttingen","Germany","Men","",""
"FC Oberneuland","Germany","Men","",""
"FC Pfeil Broistedt","Germany","Women","",""
"FC Phoenix Leipzig","Germany","Women","",""
"FC Rot-Weiß Erfurt","Germany","Men","",""
"FC Rot-Weiß Erfurt U19","Germany","Men","",""
"FC Schalke 04","Germany","Men","2. Fußball-Bundesliga",""
"FC Schalke 04 U17","Germany","Men","B-Junioren Bundesliga",""
"FC Schalke 04 U19","Germany","Men","A-Junioren Bundesliga",""
"FC St Pauli","Germany","Men","2. Fußball-Bundesliga","FC St. Pauli"
"FC St Pauli","Germany","Women","",""
"FC St Pauli U17","Germany","Men","B-Junioren Bundesliga","FC St. Pauli 1910 U17"
"FC St Pauli U19","Germany","Men","A-Junioren Bundesliga","FC St. Pauli 1910 U19"
"FC Stahl Brandenburg","Germany","Women","",""
"FC Teutonia Ottensen","Germany","Men","",""
"FC Viktoria Berlin","Germany","Men","","FC Viktoria 1889 Berlin"
"FC Viktoria Berlin","Germany","Women","","FC Viktoria 1889 Berlin"
"FC Viktoria Berlin U17","Germany","Men","B-Junioren Bundesliga",""
"FC Viktoria Berlin U19","Germany","Men","","FC Viktoria 1889 Berlin U19"
"FC Viktoria Köln","Germany","Men","3. Fußball-Liga","1904"
"FC Viktoria Köln U17","Germany","Men","B-Junioren Bundesliga","FC Viktoria Köln 1904 U17"
"FC Viktoria Köln U19","Germany","Men","A-Junioren Bundesliga","FC Viktoria Köln 1904 U19"
"FC Würzburger Kickers","Germany","Women","",""
"FF USV Jena","Germany","Women","",""
"FFC Wacker München","Germany","Women","",""
"FK Pirmasens","Germany","Men","","FK 03 Pirmasens"
"Fortuna Düsseldorf","Germany","Men","2. Fußball-Bundesliga",""
"Fortuna Düsseldorf U17","Germany","Men","B-Junioren Bundesliga","TSV Fortuna 95 Düsseldorf U17"
"Fortuna Düsseldorf U19","Germany","Men","A-Junioren Bundesliga","TSV Fortuna 95 Düsseldorf U19"
"FSV Babelsberg 74","Germany","Women","",""
"FSV Frankfurt","Germany","Men","",""
"FSV Frankfurt U17","Germany","Men","",""
"FSV Frankfurt U19","Germany","Men","",""
"FSV Gütersloh 2009","Germany","Women","",""
"FSV Hessen Wetzlar","Germany","Women","",""
"FSV Optik Rathenow","Germany","Men","",""
"FSV Salmrohr","Germany","Men","",""
"FSV Union Fürstenwalde","Germany","Men","",""
"FSV Wacker 90 Nordhausen","Germany","Men","",""
"FSV Zwickau","Germany","Men","",""
"FT Braunschweig","Germany","Men","",""
"FV 09 Nürtingen","Germany","Women","",""
"FV Engers 07","Germany","Men","",""
"FV Illertissen","Germany","Men","",""
"FV Ravensburg","Germany","Men","",""
"Greifswalder SV 04","Germany","Men","",""
"Hallescher FC","Germany","Men","3. Fußball-Liga",""
"Hallescher FC U17","Germany","Men","",""
"Hallescher FC U19","Germany","Men","",""
"Hamburger SV","Germany","Men","2. Fußball-Bundesliga",""
"Hamburger SV","Germany","Women","",""
"Hamburger SV U17","Germany","Men","B-Junioren Bundesliga",""
"Hamburger SV U19","Germany","Men","A-Junioren Bundesliga",""
"Hannover 96","Germany","Women","",""
"Hannover 96","Germany","Men","2. Fußball-Bundesliga",""
"Hannover 96 U17","Germany","Men","B-Junioren Bundesliga",""
"Hannover 96 U19","Germany","Men","A-Junioren Bundesliga",""
"Hegauer FV","Germany","Women","",""
"Hertha BSC","Germany","Men","2. Fußball-Bundesliga",""
"Hertha BSC U17","Germany","Men","B-Junioren Bundesliga",""
"Hertha BSC U19","Germany","Men","A-Junioren Bundesliga",""
"Hombrucher SV U17","Germany","Men","",""
"HSG Warnemünde","Germany","Women","",""
"HSV Barmbek-Uhlenhorst","Germany","Men","",""
"HSV Langenfeld","Germany","Women","",""
"JFV Nordwest U19","Germany","Men","",""
"Karlsruher SC","Germany","Women","",""
"Karlsruher SC","Germany","Men","2. Fußball-Bundesliga",""
"Karlsruher SC U17","Germany","Men","B-Junioren Bundesliga",""
"Karlsruher SC U19","Germany","Men","A-Junioren Bundesliga",""
"KFC Uerdingen 05","Germany","Men","",""
"Kickers Offenbach","Germany","Men","","Offenbacher FC Kickers"
"Kickers Offenbach","Germany","Women","",""
"Kickers Offenbach U17","Germany","Men","","Offenbacher FC Kickers U17"
"Kickers Offenbach U19","Germany","Men","","Offenbacher FC Kickers U19"
"KSV Baunatal","Germany","Men","",""
"KSV Hessen Kassel","Germany","Men","",""
"KSV Hessen Kassel U19","Germany","Men","",""
"KSV Holstein","Germany","Men","2. Fußball-Bundesliga","Holstein Kiel"
"KSV Holstein","Germany","Women","","Holstein Kiel"
"KSV Holstein U17","Germany","Men","B-Junioren Bundesliga","Holstein Kiel U17"
"KSV Holstein U19","Germany","Men","","Holstein Kiel U19"
"Leher TS","Germany","Men","",""
"Lüneburger SK Hansa","Germany","Men","",""
"Magdeburger FFC","Germany","Women","",""
"MSV Duisburg","Germany","Women","Frauen-Bundesliga",""
"MSV Duisburg","Germany","Men","3. Fußball-Liga",""
"MSV Duisburg U17","Germany","Men","B-Junioren Bundesliga",""
"MSV Duisburg U19","Germany","Men","A-Junioren Bundesliga",""
"MTV Eintracht Celle","Germany","Men","",""
"Niendorfer TSV U17","Germany","Men","",""
"Niendorfer TSV U19","Germany","Men","",""
"RB Leipzig","Germany","Women","Frauen-Bundesliga",""
"RB Leipzig","Germany","Men","Fußball-Bundesliga",""
"RB Leipzig U17","Germany","Men","B-Junioren Bundesliga",""
"RB Leipzig U19","Germany","Men","A-Junioren Bundesliga",""
"Rostocker FC 1895","Germany","Women","",""
"Rot Weiss Ahlen","Germany","Men","","LR Ahlen"
"Rot-Weiss Essen","Germany","Men","3. Fußball-Liga",""
"Rot-Weiss Essen U17","Germany","Men","B-Junioren Bundesliga",""
"Rot-Weiss Essen U19","Germany","Men","",""
"RSV Meinerzhagen","Germany","Men","",""
"Saalfeld Titans","Germany","Women","",""
"SC 13 Bad Neuenahr","Germany","Women","",""
"SC Borgfeld U17","Germany","Men","",""
"SC Fortuna Köln","Germany","Men","",""
"SC Fortuna Köln","Germany","Women","",""
"SC Fortuna Köln U17","Germany","Men","",""
"SC Fortuna Köln U19","Germany","Men","",""
"SC Freiburg","Germany","Men","Fußball-Bundesliga",""
"SC Freiburg","Germany","Women","Frauen-Bundesliga",""
"SC Freiburg II","Germany","Men","3. Fußball-Liga",""
"SC Freiburg U17","Germany","Men","B-Junioren Bundesliga",""
"SC Freiburg U19","Germany","Men","",""
"SC Hauenstein","Germany","Men","",""
"SC Opel Rüsselsheim","Germany","Women","",""
"SC Paderborn 07","Germany","Men","2. Fußball-Bundesliga",""
"SC Paderborn 07 U17","Germany","Men","B-Junioren Bundesliga",""
"SC Paderborn 07 U19","Germany","Men","A-Junioren Bundesliga",""
"SC Preußen Münster","Germany","Men","3. Fußball-Liga",""
"SC Preußen Münster U17","Germany","Men","","SC Preußen 06 Münster U17"
"SC Preußen Münster U19","Germany","Men","","SC Preußen 06 Münster U19"
"SC Rot-Weiß Oberhausen","Germany","Men","","Rot-Weiß Oberhausen"
"SC Rot-Weiß Oberhausen U17","Germany","Men","B-Junioren Bundesliga",""
"SC Rot-Weiß Oberhausen U19","Germany","Men","",""
"SC Sand","Germany","Women","",""
"SC Verl","Germany","Men","3. Fußball-Liga",""
"SC Verl U19","Germany","Men","A-Junioren Bundesliga",""
"SC Weiche Flensburg 08","Germany","Men","",""
"SC Wiedenbrück 2000","Germany","Men","",""
"SFC Stern","Germany","Women","",""
"SG 99 Andernach","Germany","Women","",""
"SG Sonnenhof Großaspach","Germany","Men","",""
"SG Unterrath U17","Germany","Men","",""
"SG Wattenscheid","Germany","Men","","SG Wattenscheid 09"
"SGS Essen","Germany","Women","Frauen-Bundesliga",""
"Sportfreunde Dorfmerkingen","Germany","Men","",""
"Sportfreunde Lotte","Germany","Men","","VfL Sportfreunde Lotte"
"Sportfreunde Siegen","Germany","Men","",""
"Sportfreunde Siegen","Germany","Women","","Sportfrerunde Siegen"
"Sportfreunde Siegen U17","Germany","Men","",""
"SpVg Berghofen","Germany","Women","",""
"SpVgg Bayreuth","Germany","Men","",""
"SpVgg Germania 1929 Ebing","Germany","Women","",""
"SpVgg Greuther Fürth","Germany","Men","2. Fußball-Bundesliga",""
"SpVgg Greuther Fürth U17","Germany","Men","","SpVgg Greuther Fürth 1903 U17"
"SpVgg Greuther Fürth U19","Germany","Men","A-Junioren Bundesliga","SpVgg Greuther Fürth 1903 U19"
"SpVgg Herne-Horsthausen","Germany","Women","",""
"SpVgg Unterhaching","Germany","Men","3. Fußball-Liga",""
"SpVgg Unterhaching U17","Germany","Men","",""
"SpVgg Unterhaching U19","Germany","Men","",""
"SSV Jahn Regensburg","Germany","Men","3. Fußball-Liga",""
"SSV Jahn Regensburg U17","Germany","Men","B-Junioren Bundesliga",""
"SSV Jeddeloh","Germany","Men","","II"
"SSV Reutlingen","Germany","Men","","5"
"SSV Reutlingen U17","Germany","Men","",""
"SSV Reutlingen U19","Germany","Men","",""
"SSV Rhade","Germany","Women","",""
"SSV Ulm 1846","Germany","Men","3. Fußball-Liga",""
"SSV Ulm 1846 U17","Germany","Men","",""
"SSV Ulm 1846 U19","Germany","Men","",""
"SV 1919 Ober-Olm","Germany","Women","",""
"SV 67 Weinberg","Germany","Women","",""
"SV Alberweiler","Germany","Women","",""
"SV Alemannia Waldalgesheim","Germany","Men","",""
"SV Atlas Delmenhorst","Germany","Men","",""
"SV Babelsberg 03","Germany","Men","",""
"SV Budberg","Germany","Women","",""
"SV Darmstadt 98","Germany","Men","Fußball-Bundesliga",""
"SV Darmstadt 98 U17","Germany","Men","",""
"SV Darmstadt 98 U19","Germany","Men","",""
"SV Deutz U17","Germany","Men","",""
"SV Drochtersen/Assel","Germany","Men","",""
"SV Eichede","Germany","Men","",""
"SV Eintracht Trier","Germany","Men","","SV Eintracht 05 Trier, 05"
"SV Eintracht Trier U19","Germany","Men","",""
"SV Elversberg","Germany","Men","2. Fußball-Bundesliga","SV 07 Elversberg"
"SV Elversberg U17","Germany","Men","","SV 07 Elversberg U17"
"SV Göttelborn","Germany","Women","",""
"SV Gottenheim","Germany","Women","",""
"SV Grün-Weiß Brieselang","Germany","Women","",""
"SV Hegnach","Germany","Women","",""
"SV Henstedt-Ulzburg","Germany","Women","",""
"SV Holzbach","Germany","Women","",""
"SV Linx","Germany","Men","","1949"
"SV Lippstadt U17","Germany","Men","","SV Lippstadt 08 U17"
"SV Meppen","Germany","Women","",""
"SV Meppen","Germany","Men","",""
"SV Meppen U17","Germany","Men","",""
"SV Meppen U19","Germany","Men","A-Junioren Bundesliga",""
"SV Morlautern","Germany","Men","",""
"SV Oberachern","Germany","Men","",""
"SV Rödinghausen","Germany","Men","",""
"SV Rödinghausen U19","Germany","Men","",""
"SV Sandhausen","Germany","Men","3. Fußball-Liga",""
"SV Sandhausen U17","Germany","Men","","SV Sandhausen 1916 U17"
"SV Sandhausen U19","Germany","Men","A-Junioren Bundesliga",""
"SV Straelen","Germany","Men","",""
"SV Stuttgarter Kickers","Germany","Men","","Stuttgarter Kickers"
"SV Stuttgarter Kickers U17","Germany","Men","",""
"SV Stuttgarter Kickers U19","Germany","Men","",""
"SV Todesfelde","Germany","Men","",""
"SV Türkgücü-Ataspor München","Germany","Men","",""
"SV Viktoria Waldenrath-Straeten","Germany","Women","",""
"SV Wacker Burghausen","Germany","Men","",""
"SV Waldhof Mannheim","Germany","Men","3. Fußball-Liga",""
"SV Waldkirch","Germany","Men","",""
"SV Wehen Wiesbaden","Germany","Men","2. Fußball-Bundesliga",""
"SV Wehen Wiesbaden U17","Germany","Men","",""
"SV Wehen Wiesbaden U19","Germany","Men","",""
"SV Werder Bremen","Germany","Men","Fußball-Bundesliga",""
"SV Werder Bremen","Germany","Women","Frauen-Bundesliga",""
"SV Werder Bremen II","Germany","Men","",""
"SV Werder Bremen U17","Germany","Men","B-Junioren Bundesliga",""
"SV Werder Bremen U19","Germany","Men","A-Junioren Bundesliga",""
"Tennis Borussia Berlin U17","Germany","Men","",""
"TSG 1899 Hoffenheim","Germany","Men","Fußball-Bundesliga",""
"TSG 1899 Hoffenheim Frauen","Germany","Women","Frauen-Bundesliga",""
"TSG 1899 Hoffenheim U17","Germany","Men","B-Junioren Bundesliga",""
"TSG 1899 Hoffenheim U19","Germany","Men","A-Junioren Bundesliga",""
"TSG Balingen","Germany","Men","",""
"TSG Lütter","Germany","Women","",""
"TSG Neustrelitz","Germany","Men","",""
"TSG Sprockhövel U19","Germany","Men","","TSG 1881 Sprockhövel U19"
"TSV 1860 München","Germany","Men","3. Fußball-Liga",""
"TSV 1860 München U17","Germany","Men","B-Junioren Bundesliga",""
"TSV 1860 München U19","Germany","Men","A-Junioren Bundesliga",""
"TSV Barmke","Germany","Women","",""
"TSV Havelse","Germany","Men","",""
"TSV Havelse U19","Germany","Men","",""
"TSV Jahn Calden","Germany","Women","",""
"TSV Schott Mainz","Germany","Men","",""
"TSV Steinbach","Germany","Men","",""
"Türkiyemspor Berlin","Germany","Women","",""
"TuS Bersenbrück","Germany","Men","",""
"TuS Dassendorf","Germany","Men","",""
"TuS Erndtebrück","Germany","Men","",""
"TuS Immendorf","Germany","Women","",""
"TuS Koblenz","Germany","Men","",""
"TuS Makkabi Berlin","Germany","Men","",""
"TuS Rot-Weiß Koblenz","Germany","Men","",""
"TuS Schwachhausen","Germany","Women","",""
"TuS Wörrstadt","Germany","Women","",""
"TV Alemannia Zähringen","Germany","Women","",""
"TV Jahn Delmenhorst","Germany","Women","",""
"USC Paloma","Germany","Men","",""
"VfB Eichstätt","Germany","Men","","1920"
"VfB Germania Halberstadt","Germany","Men","",""
"VfB Hilden U19","Germany","Men","",""
"VfB Lübeck","Germany","Men","3. Fußball-Liga",""
"VfB Oldenburg","Germany","Men","",""
"VfB Stuttgart","Germany","Men","Fußball-Bundesliga",""
"VfB Stuttgart II","Germany","Men","",""
"VfB Stuttgart U17","Germany","Men","B-Junioren Bundesliga",""
"VfB Stuttgart U19","Germany","Men","A-Junioren Bundesliga",""
"VfB Waltrop U17","Germany","Men","B-Junioren Bundesliga",""
"VfL Bochum","Germany","Men","Fußball-Bundesliga",""
"VfL Bochum U17","Germany","Men","B-Junioren Bundesliga","VfL Bochum 1848 U17"
"VfL Bochum U19","Germany","Men","A-Junioren Bundesliga","VfL Bochum 1848 U19"
"VfL Bochum Women","Germany","Women","",""
"VfL Jesteburg","Germany","Women","",""
"VfL Oldenburg","Germany","Men","",""
"VfL Osnabrück","Germany","Men","2. Fußball-Bundesliga",""
"VfL Osnabrück U19","Germany","Men","A-Junioren Bundesliga",""
"VfL Wolfsburg","Germany","Men","Fußball-Bundesliga",""
"VfL Wolfsburg","Germany","Women","Frauen-Bundesliga",""
"VfL Wolfsburg U17","Germany","Men","B-Junioren Bundesliga",""
"VfL Wolfsburg U19","Germany","Men","A-Junioren Bundesliga",""
"VfR Aalen","Germany","Men","",""
"VfR Schwarz-Weiß Warbeyen","Germany","Women","",""
"VfR Wormatia 08 Worms","Germany","Women","",""
"VSG Altglienicke","Germany","Men","",""
"Walddörfer SV","Germany","Women","",""
"Wormatia Worms","Germany","Men","","VfR Wormatia 08 Worms"
"Wuppertaler SV","Germany","Men","",""
"Wuppertaler SV U17","Germany","Men","",""
"Wuppertaler SV U19","Germany","Men","A-Junioren Bundesliga",""
"Würzburger Kickers","Germany","Men","",""
"Gebhardshagen","Germany","Men","",""
"Accra Lions FC","Ghana","Men","",""
"Aduana Stars","Ghana","Men","",""
"Asante Kotoko","Ghana","Men","",""
"Bechem United","Ghana","Men","",""
"Berekum Chelsea","Ghana","Men","",""
"Bibiani Gold Stars","Ghana","Men","",""
"Dreams FC","Ghana","Men","",""
"Great Olympics","Ghana","Men","",""
"Hearts of Oak","Ghana","Men","",""
"Karela United","Ghana","Men","",""
"King Faisal","Ghana","Men","",""
"Kotoku Royals","Ghana","Men","",""
"Legon Cities","Ghana","Men","",""
"Medeama","Ghana","Men","",""
"Nsoatreman FC","Ghana","Men","",""
"Real Tamale United","Ghana","Men","",""
"Samartex","Ghana","Men","",""
"Tamale City FC","Ghana","Men","",""
"Berekum Arsenal","Ghana","Men","",""
"Achiken FC","Ghana","Men","",""
"Accra Lions FC","Ghana","Men","",""
"Bofoakwa Tano FC","Ghana","Men","",""
"Swedru All Blacks","Ghana","Men","",""
"Accra City Stars FC","Ghana","Men","",""
"Brong Ahafo United","Ghana","Men","",""
"Asokwa Deportivo FC","Ghana","Men","",""
"Agbozume Weavers FC","Ghana","Men","",""
"Paga Crocodiles Stars FC","Ghana","Men","",""
"BYF Academy","Ghana","Men","",""
"Akosombo Krystal Palace FC","Ghana","Men","",""
"Kintampo FC","Ghana","Men","",""
"FC Samartex","Ghana","Men","",""
"Amidaus Professionals FC","Ghana","Men","",""
"Nkoranza Warriors SC","Ghana","Men","",""
"Bibiani Gold Stars FC","Ghana","Men","",""
"Danbort FC","Ghana","Men","",""
"Nsoatreman FC","Ghana","Men","",""
"Sekondi Hasaacas FC","Ghana","Men","",""
"Heart of Lions FC","Ghana","Men","",""
"Real Tamale United","Ghana","Men","",""
"New Edubiase United","Ghana","Men","",""
"Kotoku Royals FC","Ghana","Men","",""
"Steadfast FC","Ghana","Men","",""
"Nzema Kotoko FC","Ghana","Men","",""
"Nania FC","Ghana","Men","",""
"Tamale City FC","Ghana","Men","",""
"Pacific Heroes FC","Ghana","Men","",""
"Okyeman Planners FC","Ghana","Men","",""
"Techiman City FC","Ghana","Men","",""
"Proud United FC","Ghana","Men","",""
"Phar Rangers","Ghana","Men","",""
"Unity FC","Ghana","Men","",""
"Skyy FC","Ghana","Men","",""
"Tema Youth FC","Ghana","Men","",""
"Wa Suntaa Sporting Club","Ghana","Men","",""
"Star Madrid FC","Ghana","Men","",""
"Tudu Mights Jets FC","Ghana","Men","",""
"Wamanafo Mighty Royals","Ghana","Men","",""
"Unistar Academy FC","Ghana","Men","",""
"Uncle 'T' FC","Ghana","Men","",""
"Yendi Gbewaa FC","Ghana","Men","",""
"Venomous Vipers","Ghana","Men","",""
"Vision FC","Ghana","Men","",""
"Young Apostles FC","Ghana","Men","",""
"Wassaman United","Ghana","Men","",""
"Young Wise FC","Ghana","Men","",""
"Bruno's Magpies FC","Gibraltar","Men","",""
"Europa FC","Gibraltar","Men","",""
"Lincoln Red Imps FC","Gibraltar","Men","",""
"Mons Calpe SC","Gibraltar","Men","",""
"St. Joseph's FC","Gibraltar","Men","",""
"Great Britain women's Olympic football team","Great Britain","Women","",""
"AE Larissa FC","Greece","Men","",""
"AEK Athens FC","Greece","Men","Super League Greece",""
"AEL Kalloni","Greece","Men","",""
"Akratitos FC","Greece","Men","",""
"Amazones Dramas","Greece","Women","","AS"
"AO Kifisia","Greece","Men","Super League Greece",""
"AOK Kerkyra","Greece","Men","",""
"Apollon Pontou FC","Greece","Men","","Apollon Kalamarias FC"
"Apollon Smyrnis FC","Greece","Men","",""
"Aris Thessaloniki FC","Greece","Men","Super League Greece","Aris Saloniki"
"Asteras Tripoli FC","Greece","Men","Super League Greece",""
"Athinaikos FC","Greece","Men","",""
"Atromitos FC","Greece","Men","Super League Greece",""
"Chalkidona FC","Greece","Men","",""
"Doxa Drama FC","Greece","Men","",""
"Egaleo FC","Greece","Men","",""
"Elpides Karditsas FC","Greece","Women","",""
"Ergotelis FC","Greece","Men","",""
"Ethnikos Asteras FC","Greece","Men","",""
"Ionikos FC","Greece","Men","","Ionikos Nikeas"
"Iraklis Thessaloniki FC","Greece","Men","",""
"Kalamata FC","Greece","Men","",""
"Kallithea FC","Greece","Men","",""
"Kavala FC","Greece","Men","",""
"Levadiakos FC","Greece","Men","",""
"Niki Volos FC","Greece","Men","",""
"OFI Crete FC","Greece","Men","Super League Greece",""
"Olympiacos FC","Greece","Men","Super League Greece",""
"Olympiacos Volou 1937 FC","Greece","Men","",""
"Panachaiki FC","Greece","Men","",""
"Panathinaikos FC","Greece","Men","Super League Greece",""
"Panetolikos FC","Greece","Men","Super League Greece",""
"Paniliakos FC","Greece","Men","",""
"Panionios FC","Greece","Men","",""
"Panserraikos FC","Greece","Men","Super League Greece",""
"Panthrakikos FC","Greece","Men","",""
"PAOK FC","Greece","Men","Super League Greece","PAOK Salonika"
"PAOK WF","Greece","Women","",""
"PAS Giannina","Greece","Men","Super League Greece",""
"PAS Lamia 1964","Greece","Men","Super League Greece",""
"Platanias FC","Greece","Men","",""
"Proodeftiki FC","Greece","Men","",""
"Thrasyvoulos FC","Greece","Men","",""
"Veria FC","Greece","Men","",""
"Volos N.F.C.","Greece","Men","Super League Greece","Volos NFC"
"Xanthi FC","Greece","Men","","Skoda ,Xanthi FC"
"Edessaikos F.C.","Greece","Men","",""
"Ethnikos Piraeus","Greece","Men","",""
"Anagennisi Karditsa F.C.","Greece","Men","","Anag. Karditsas"
"ASC Le Siroco","Guadeloupe","Men","",""
"Phare du Canal","Guadeloupe","Men","",""
"SC Baie-Mahault","Guadeloupe","Men","",""
"Unité Sainte-Rosienne","Guadeloupe","Men","",""
"Comunicaciones","Guatemala","Men","",""
"Municipal","Guatemala","Men","",""
"Aurora","Guatemala","Men","",""
"Xelajú","Guatemala","Men","",""
"Antigua","Guatemala","Men","",""
"Guastatoya","Guatemala","Men","",""
"Tipografía Nacional","Guatemala","Men","",""
"Suchitepéquez","Guatemala","Men","",""
"Cobán Imperial","Guatemala","Men","",""
"Jalapa","Guatemala","Men","",""
"Malacateco","Guatemala","Men","",""
"Santa Lucía","Guatemala","Men","",""
"Balmazújvárosi FC","Hungary","Men","",""
"Békéscsaba 1912 Előre SE","Hungary","Men","",""
"BFC Siófok","Hungary","Men","",""
"Budafoki MTE","Hungary","Men","",""
"Budapest Honvéd FC","Hungary","Men","",""
"BVSC Budapest","Hungary","Men","",""
"Debreceni VSC","Hungary","Men","Nemzeti Bajnokság I",""
"Diósgyőri VTK","Hungary","Men","Nemzeti Bajnokság I",""
"Dunaújváros FC","Hungary","Men","",""
"Dunaújváros PASE","Hungary","Men","",""
"Egri FC","Hungary","Men","",""
"FC Sopron","Hungary","Men","",""
"FC Tatabánya","Hungary","Men","",""
"Ferencvárosi TC","Hungary","Women","",""
"Ferencvárosi TC","Hungary","Men","Nemzeti Bajnokság I",""
"Gyirmót FC Győr","Hungary","Men","",""
"Győri ETO FC","Hungary","Men","",""
"Kaposvári Rákóczi FC","Hungary","Men","",""
"Kecskeméti TE","Hungary","Men","Nemzeti Bajnokság I",""
"Kisvárda FC","Hungary","Men","Nemzeti Bajnokság I",""
"Mezőkövesdi SE","Hungary","Men","Nemzeti Bajnokság I",""
"MOL Fehérvár FC","Hungary","Men","Nemzeti Bajnokság I","FC Fehérvár,MOL Vidi FC,Videoton FC"
"MTK Budapest FC","Hungary","Men","Nemzeti Bajnokság I",""
"MTK Hungária FC","Hungary","Women","",""
"Nyíregyháza Spartacus FC","Hungary","Men","",""
"Paksi FC","Hungary","Men","Nemzeti Bajnokság I",""
"Pápai FC","Hungary","Men","",""
"Pécsi MFC","Hungary","Men","",""
"Puskás Akadémia FC","Hungary","Men","Nemzeti Bajnokság I",""
"Rákospalotai EAC","Hungary","Men","",""
"Szolnoki MÁV FC","Hungary","Men","",""
"Szombathelyi Haladás","Hungary","Men","",""
"Újpest FC","Hungary","Men","Nemzeti Bajnokság I",""
"Vác FC","Hungary","Men","","Dunakanyar-,Vác FC"
"Vasas FC","Hungary","Men","",""
"Zalaegerszegi TE","Hungary","Men","Nemzeti Bajnokság I","Zalaegerszegi TE FC"
"Aluminium Arak FC","IR Iran","Men","Persian Gulf Pro League",""
"Esteghlal Ahvaz FC","IR Iran","Men","",""
"Esteghlal Khuzestan FC","IR Iran","Men","Persian Gulf Pro League",""
"Esteghlal Tehran FC","IR Iran","Men","Persian Gulf Pro League",""
"Fajr Sepasi Shiraz FC","IR Iran","Men","",""
"FC Nassaji Mazandaran","IR Iran","Men","Persian Gulf Pro League",""
"FC Pars Jonoubi Jam","IR Iran","Men","",""
"Foolad Khuzestan FC","IR Iran","Men","Persian Gulf Pro League",""
"Gol Gohar FC","IR Iran","Men","Persian Gulf Pro League","Gol Gohar Sirjan FC"
"Gostaresh Foulad FC","IR Iran","Men","",""
"Machine Sazi FC","IR Iran","Men","",""
"Malavan FC","IR Iran","Men","Persian Gulf Pro League",""
"Mes Rafsanjan FC","IR Iran","Men","Persian Gulf Pro League",""
"Naft Masjed Soleyman FC","IR Iran","Men","",""
"Naft Tehran FC","IR Iran","Men","",""
"Padideh Shahr-e Khodrou FC","IR Iran","Men","","Mes Sarcheshmeh FC,Padideh Mashhad FC"
"Paykan FC","IR Iran","Men","Persian Gulf Pro League",""
"Persepolis FC","IR Iran","Men","Persian Gulf Pro League",""
"Rah Ahan Tehran FC","IR Iran","Men","","Rah Ahan Yazdan FC"
"Saba Qom FC","IR Iran","Men","",""
"Saipa FC","IR Iran","Men","",""
"Sanat Mes Kerman FC","IR Iran","Men","",""
"Sanat Naft Abadan FC","IR Iran","Men","Persian Gulf Pro League",""
"Sepahan SC","IR Iran","Men","Persian Gulf Pro League",""
"Sepidrood Rasht SC","IR Iran","Men","",""
"Shahin Shahrdari Bushehr FC","IR Iran","Men","","Shahin Pars Jonoubi Bushehr FC"
"Shams Azar Qazvin FC","IR Iran","Men","Persian Gulf Pro League",""
"Siah Jamegan FC","IR Iran","Men","",""
"SorkhPooshan FC","IR Iran","Men","Persian Gulf Pro League",""
"Tractor SC","IR Iran","Men","Persian Gulf Pro League","Tractor Sazi FC"
"Zob Ahan SC","IR Iran","Men","Persian Gulf Pro League",""
"Breiðablik UBK","Iceland","Women","",""
"Breiðablik UBK","Iceland","Men","",""
"Fimleikafélag Hafnarfjarðar","Iceland","Men","",""
"Fylkir","Iceland","Men","",""
"Íþróttabandalag Akraness","Iceland","Men","",""
"Íþróttabandalag Vestmannaeyja","Iceland","Men","",""
"Keflavík ÍF","Iceland","Men","",""
"KF Valur","Iceland","Women","",""
"Knattspyrnufélag Akureyrar","Iceland","Men","",""
"Knattspyrnufélag Fjallabyggðar","Iceland","Men","","Íþróttafélagið Leiftur"
"Knattspyrnufélag Reykjavíkur","Iceland","Men","","KR Reykjavík"
"Knattspyrnufélagið Fram","Iceland","Men","",""
"Knattspyrnufélagið Víkingur","Iceland","Men","",""
"Stjarnan","Iceland","Men","","UMF"
"UMF Grindavík","Iceland","Men","",""
"UMF Stjarnan","Iceland","Women","",""
"Valur","Iceland","Men","","KF Reykjavík"
"Þór Akureyri","Iceland","Men","",""
